school_term,title,college,level,crn,department
201620,Graduate Research,College of Engineering,5294,20123,Metallurgical & Materials Eng.
201620,Special Problems,College of Science,4198,20595,Biology
201620,Undergrad Rsrch in Metallurgy,College of Engineering,4375,20607,Metallurgical & Materials Eng.
201620,Special Problems,College of Health Sciences,4190,21760,Clinical Laboratory Science
201620,Individual Studies,College of Liberal Arts,5390,20161,Sociology
201620,Independent Research,College of Science,6390,20654,Biology
201620,Dance Appreciation (C),College of Liberal Arts,1304,21214,Dance
201620,Graduate Research Projects,Engineer.Sci/Interdisciplinary,6294,20223,Materials Science & Engr.
201620,Selected Problems in Music Ed.,College of Liberal Arts,4335,20242,Music Education
201620,Special Problems,College of Science,4198,20278,Biology
201620,Statistical Methods,College of Liberal Arts,1303,21918,Psychology
201620,Introduction to Research,College of Science,4376,20784,Chemistry
201620,Graduate Research,College of Engineering,5694,25067,Biomedical Engineering
201620,Reading Engl as Second Lang,College of Liberal Arts,1310,24460,English Speakers Other Lang.
201620,Legal Environment of Business,College of Business Admin.,3301,24471,Business Law
201620,Thesis,College of Liberal Arts,5399,25117,Spanish
201620,Thesis,College of Engineering,5399,25204,Electrical & Computer Eng.
201620,Rhetoric & Composition I,College of Liberal Arts,1301,25252,Rhetoric and Writing Studies
201620,Spec Topics-Religious Studies,College of Liberal Arts,3350,25814,Religious Studies
201620,Selected Problems in Intel,College of Liberal Arts,4350,24708,Intel Nat'l Security Studies
201620,Graduate Research,College of Engineering,6394,24723,Electrical & Computer Eng.
201620,Special Topics,College of Engineering,6390,25830,Computer Science
201620,Workplace Writing,College of Liberal Arts,3355,25369,Rhetoric and Writing Studies
201620,Telemedicine & Imaging Info,College of Engineering,6302,24868,Biomedical Engineering
201620,History of U.S. Since 1865 (C),College of Liberal Arts,1302,25973,History
201620,Intro to Creative Writing,College of Liberal Arts,3362,26023,Creative Writing
201620,Contemp Topics in Phys Chem,College of Science,6359,26039,Chemistry
201620,Directed Study,College of Liberal Arts,5320,26057,Women's Studies
201620,Undergraduate Research,Office of Academic Affairs,4033,26080,Research Course
201620,Philosophy of Education,College of Liberal Arts,3303,25522,Philosophy
201620,Undergraduate Research,Office of Academic Affairs,4033,26089,Research Course
201620,Field Placement,College of Liberal Arts,6390,24393,Psychology
201620,Rhetoric & Composition 2,College of Liberal Arts,1302,25549,Rhetoric and Writing Studies
201620,Jr/Sr Seminar/Women's Studies,College of Liberal Arts,4360,28673,Women's Studies
201620,Poetics,College of Liberal Arts,3375,27544,Creative Writing
201620,Independent Research,College of Science,6490,28325,Biology
201620,Nursing Ed Mentored Experience,School of Nursing,5369,28832,Nursing
201620,Undergraduate Research,Office of Academic Affairs,4033,28737,Research Course
201620,Nursing Care of the Individual,School of Nursing,3604,27636,Nursing
201620,Spanish for Spanish Spkrs Two,College of Liberal Arts,2304,28026,Spanish
201620,Dissertation,College of Liberal Arts,6398,27804,Rhetoric and Writing Studies
201620,Independent Research,College of Liberal Arts,4352,28435,Psychology
201620,Span for Native Spkrs I UTRGV,No College Designated,2313,29020,Spanish (UTRGV)
201620,Applic of Discrete Math UTPB,UT Permian Basin,1324,29024,Math (UTPB)
201620,Graduate Research,Graduate Studies,5194,24249,Graduate Studies
201620,Independent Study,College of Liberal Arts,5390,24262,MA in Interdisc. Studies
201620,Selected Topics - Crim Justice,College of Liberal Arts,4300,22590,Criminal Justice
201620,Physical Science II,College of Science,3304,23175,Physical Science
201620,Graduate Ensemble,College of Liberal Arts,5101,23675,Music Applied
201620,Thesis,College of Engineering,5398,23683,Manufacturing Engineering
201620,Thesis I,College of Liberal Arts,5398,22625,Philosophy
201620,Doctoral Research,Engineer.Sci/Interdisciplinary,6396,23215,Environmental Science & Engr.
201620,Research Applications,College of Liberal Arts,5385,24340,Psychology
201620,Doctoral Research,Engineer.Sci/Interdisciplinary,6396,23251,Environmental Science & Engr.
201620,Independent Research,College of Science,6190,23788,Biology
201620,Microorganisms and Disease,College of Science,2330,23277,Microbiology
201620,Independent Research,College of Science,6190,23793,Biology
201620,Independent Research,College of Science,6190,23810,Biology
201620,Seminar,College of Health Sciences,4180,22260,Clinical Laboratory Science
201620,Auditing Principles/Procedures,College of Business Admin.,4304,22773,Accounting
201620,Independent Research,College of Science,6590,23886,Biology
201620,Individual Instruction,College of Liberal Arts,1185,22812,Music Applied
201620,General Chemistry (C),College of Science,1306,22357,Chemistry
201620,Community Literacy Internship,College of Liberal Arts,5318,22835,English
201620,Master of Arts Research Paper,College of Liberal Arts,5392,22836,English
201620,Principles of Accounting I,College of Business Admin.,2301,23964,Accounting
201620,Directed Study, Geology,College of Science,4366,23965,Geology
201620,Directed Study,College of Health Sciences,6390,22406,College of Health Sciences
201620,Graduate Research Projects,Engineer.Sci/Interdisciplinary,6194,22900,Materials Science & Engr.
201620,Human Behavior/Social Envir II,College of Health Sciences,3341,24008,Social Work
201620,Individual Studies,College of Engineering,5191,22459,Metallurgical & Materials Eng.
201620,M.A.T. Written Examination,College of Liberal Arts,5394,23602,English
201620,Graduate Research,College of Engineering,5694,23615,Civil Engineering
201620,Resrch Methods in Intelligence,College of Liberal Arts,5300,24160,Intel Nat'l Security Studies
201620,Resrch in Biological Sciences,College of Science,5502,23089,Biology
201620,Intensive Language Study,College of Liberal Arts,2303,23099,Linguistics
201620,Organizational Mgmt Seminar,College of Business Admin.,5311,27493,Management
201620,Introduction to Baha'i,College of Liberal Arts,3357,28216,Religious Studies
201620,Graduate Projects,College of Engineering,5396,28924,Electrical & Computer Eng.
201620,Rhetoric & Composition I,College of Liberal Arts,1301,27387,Rhetoric and Writing Studies
201620,Independent Study,School of Nursing,5294,28765,Nursing
201620,History, Special Topics,College of Liberal Arts,3390,28450,History
201620,Central Office Administration,College of Education,5388,28318,Educational Administration
201620,Acute Pediatric Practicum,School of Nursing,5359,28546,Nursing
201620,Genrlst Field Instruction II,College of Health Sciences,4390,27568,Social Work
201620,Intro to Fin Acct (UTRGV),No College Designated,2301,28940,Accounting (UTRGV)
201620,Women & Work in the Sex Indust,College of Liberal Arts,3372,29104,Women's Studies
201620,Family Violence,College of Liberal Arts,3321,28352,Women's Studies
201620,Internship in Anthropology,College of Liberal Arts,4303,27956,Anthropology
201620,Undergraduate Research,Office of Academic Affairs,4033,26680,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26716,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26736,Research Course
201620,Principles of Retailing,College of Business Admin.,4310,27181,Marketing
201620,Introductory Mechanics,College of Science,2420,26308,Physics
201620,Undergraduate Research,Office of Academic Affairs,4033,26868,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26585,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26591,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,29106,Research Course
201620,Envir. Just. & Min. Comm U.S.,College of Liberal Arts,4304,27921,Political Science
201620,Graduate Research in Geol Sci,College of Science,5389,20433,Geology
201620,Doctoral Research in Geol Sci,College of Science,6296,20444,Geology
201620,Internship in Crim Just II,College of Liberal Arts,4310,20913,Criminal Justice
201620,Dissertation II,College of Business Admin.,6399,22044,International Business
201620,Crime Control & Prevention,College of Liberal Arts,3311,22073,Criminal Justice
201620,Piano Class IV,College of Liberal Arts,2272,22081,Music Applied
201620,Directed Study in Geology,College of Science,6105,22178,Geology
201620,Ceramics II,College of Liberal Arts,2314,22087,Ceramics
201620,Tech Assist Tools/Issue/Access,College of Education,5375,21585,Educational Technology
201620,Principles of Mathematics,College of Science,3325,21604,Mathematics
201620,Doctoral Research,College of Engineering,6194,22140,Computer Science
201620,Graduate Research in Geol Sci,College of Science,5389,20520,Geology
201620,Directed Study,College of Liberal Arts,4390,21021,English
201620,Writing Practicum,College of Liberal Arts,5397,21027,English
201620,Thesis,College of Liberal Arts,5398,20046,History
201620,Individual Instruction,College of Liberal Arts,1195,21715,Music Applied
201620,Thesis,College of Engineering,5398,20557,Civil Engineering
201620,Graduate Projects,College of Engineering,5396,20576,Civil Engineering
201620,Graduate Projects,College of Engineering,5396,20580,Civil Engineering
201620,Thesis,College of Engineering,5398,20150,Metallurgical & Materials Eng.
201620,Individual Instruction,College of Liberal Arts,3295,21768,Music Applied
201620,Introduction to Research,College of Science,4176,20183,Chemistry
201620,Individual Studies,Engineer.Sci/Interdisciplinary,6291,20221,Materials Science & Engr.
201620,Individual Instruction,College of Liberal Arts,3391,21268,Music Applied
201620,Dissertation,College of Science,6321,21879,Geology
201620,Children's Literature,College of Liberal Arts,3305,21907,English
201620,Master's Thesis,College of Engineering,5398,20798,Computer Science
201620,Thesis,College of Science,5399,20382,Biology
201620,Coronary Intervention Programs,College of Health Sciences,4334,21394,Kinesiology
201620,Dissertation,Engineer.Sci/Interdisciplinary,6398,21410,Environmental Science & Engr.
201620,Thesis,College of Engineering,5399,20414,Electrical & Computer Eng.
201620,Dissertation,Engineer.Sci/Interdisciplinary,6398,20849,Materials Science & Engr.
201620,Graduate Research in Geol Sci,College of Science,5289,21978,Geology
201620,Graduate Research in Geol Sci,College of Science,5389,21982,Geology
201620,Thesis,College of Engineering,5399,25064,Biomedical Engineering
201620,Special Topics in Directing,College of Liberal Arts,4330,26212,Theatre
201620,Special Problems,College of Science,4398,25612,Biology
201620,Special Problems,College of Science,4398,25615,Biology
201620,Hematology II,College of Health Sciences,3364,24531,Clinical Laboratory Science
201620,Math for Social Sciences I (C),College of Science,1320,25642,Mathematics
201620,Activity Course,College of Health Sciences,1101,25657,Physical Edu. Activity Courses
201620,Minding Fiction,College of Liberal Arts,5386,25672,Creative Writing
201620,Undergraduate Research,Office of Academic Affairs,4033,26226,Research Course
201620,American Gover & Politics (C),College of Liberal Arts,2311,24555,Political Science
201620,Documentary Video Pract,College of Liberal Arts,3346,24559,Communication
201620,Selected Problems-Government,College of Liberal Arts,5380,24586,Political Science
201620,Thesis,College of Liberal Arts,5398,24601,Political Science
201620,Graduate Research,College of Engineering,5194,25736,Biomedical Engineering
201620,Social Studies Ed in Elem Sch,College of Education,4309,25806,Elementary Education
201620,History of Women,College of Liberal Arts,3391,24724,Women's Studies
201620,Topics in Soft Computing,College of Engineering,4365,25844,Computer Science
201620,Individual Studies,College of Engineering,5391,24786,Computer Science
201620,Thesis,College of Science,5399,25897,Physics
201620,Laboratory for Geology 1212,College of Science,1112,25906,Geology
201620,Igneous/Metamorphic Petr. Lab,College of Science,3115,25915,Geology
201620,Igneous/Metamorphic Petr. Lab,College of Science,3115,25916,Geology
201620,Medical Kin & Biomechanics,College of Health Sciences,5396,24810,Dept of Rehab Sciences
201620,Doctoral Research,College of Engineering,6694,24830,Computer Science
201620,Introductory Biology,College of Science,1203,25942,Biology
201620,Communication Theory/Analysis,College of Liberal Arts,3371,25476,Communication
201620,Undergraduate Research,Office of Academic Affairs,4033,26082,Research Course
201620,Thesis,College of Engineering,5398,24994,Biomedical Engineering
201620,Ethical Theory,College of Liberal Arts,3302,25523,Philosophy
201620,Graduate Research,College of Engineering,5394,25018,Biomedical Engineering
201620,Art Appreciation (C),College of Liberal Arts,1300,25557,Art General Courses
201620,Contemp Concepts of Leadership,College of Liberal Arts,5300,28713,Master of Leadshp St-Extension
201620,Field Geology I,College of Science,4375,27928,Geology
201620,Managing Diverse Work Teams,School of Nursing,5366,28400,Nursing
201620,Dissertation,College of Health Sciences,6399,27169,College of Health Sciences
201620,Conditioning,College of Health Sciences,1122,28308,Physical Edu. Activity Courses
201620,Adv Topics in Civ Engr II,College of Engineering,4376,28793,Civil Engineering
201620,Non-Thesis Project II,College of Liberal Arts,5397,27997,Sociology
201620,Special Topics,College of Engineering,6390,28578,Computer Science
201620,Soccer,College of Health Sciences,1173,28220,Physical Edu. Activity Courses
201620,General Physics II (C),College of Science,1404,28418,Physics
201620,Student Support Services II,No College Designated,0023,28442,Student Support Services
201620,Dissertation,College of Science,6399,28208,Biology
201620,Grad. Wkshp. Ed. Lead. & Admin,College of Education,6370,28151,Educational Administration
201620,Dissertation,College of Health Sciences,6399,27167,College of Health Sciences
201620,Historical Dev of Nat'l Sec,College of Liberal Arts,3301,28292,Intel Nat'l Security Studies
201620,Special Topics,College of Engineering,6390,28733,Electrical & Computer Eng.
201620,Life Span Psychology (UTPB),UT Permian Basin,3344,29009,Psychology (UTPB)
201620,Special Topics in Art,College of Liberal Arts,3307,27049,Art General Courses
201620,Special Topics Electrical Engr,College of Engineering,5390,22572,Electrical & Computer Eng.
201620,Internship in Bioinformatics,College of Science,5353,22595,Bioinformatics
201620,Teaching Math in Elem Schools,College of Education,4310,23171,Elementary Education
201620,Independent Study In Finance,College of Business Admin.,4398,23189,Finance
201620,Graduate Research in Chemistry,College of Science,6196,22642,Chemistry
201620,Art History Seminar,College of Liberal Arts,4383,23722,Art History
201620,Spanish One,College of Liberal Arts,1301,23753,Spanish
201620,Honors Senior Thesis,Office of Academic Affairs,4395,22204,Honors
201620,Independent Research,College of Science,6190,23809,Biology
201620,Independent Research,College of Science,6290,23814,Biology
201620,Independent Study,College of Liberal Arts,3379,22723,Anthropology
201620,Family Developmental Stressors,School of Nursing,3608,23305,Nursing
201620,Family Situational Stressors,School of Nursing,3609,23318,Nursing
201620,Nurse Provider of Care/Crisis,School of Nursing,4614,23330,Nursing
201620,Independent Research,College of Science,6290,23830,Biology
201620,Graphic Design 1:Comp Graphics,College of Liberal Arts,2306,22297,Art Graphic Design
201620,Research & Critical Writ (C),College of Liberal Arts,1312,23349,English
201620,Independent Research,College of Science,6490,23874,Biology
201620,Dissertation,College of Science,6399,22348,Chemistry
201620,Pathophysiology,School of Nursing,2402,22833,Nursing
201620,Molecular Cell Biol Laboratory,College of Science,3115,23921,Biology
201620,Curriculum Plan-Secondary Schl,College of Education,3311,22365,Secondary Education
201620,Senior's Thesis,College of Science,4399,23977,Geology
201620,General Chemistry,College of Science,1305,22875,Chemistry
201620,Social Wk w LGBTQI,College of Health Sciences,5367,23994,Social Work
201620,Manufacturing Engineering Lab,College of Engineering,2131,23496,Mechanical Engineering
201620,Intro to Thermal-fluid Sci,College of Engineering,2311,23500,Mechanical Engineering
201620,Final Project,College of Liberal Arts,5393,24041,MA in Interdisc. Studies
201620,English Laboratory,College of Liberal Arts,3350,22428,English
201620,Secondary Instruct-Woodwinds I,College of Liberal Arts,2267,22441,Music Applied
201620,Neuroscience for Hlth Sciences,College of Health Sciences,5390,22964,Dept of Rehab Sciences
201620,Individual Studies,College of Engineering,5191,22978,Metallurgical & Materials Eng.
201620,Promoting Health Along Border,School of Nursing,4611,23577,Nursing
201620,Dissertation,Engineer.Sci/Interdisciplinary,6399,23590,Materials Science & Engr.
201620,Dissertation,Engineer.Sci/Interdisciplinary,6399,23591,Materials Science & Engr.
201620,Activity Course,College of Health Sciences,1101,24094,Physical Edu. Activity Courses
201620,Accelerated Portuguese Two,College of Liberal Arts,2302,24110,Portuguese
201620,Independent Graduate Studies,College of Education,5396,24120,Teacher Education
201620,Matl & Manufacturing Processes,College of Engineering,2331,24129,Mechanical Engineering
201620,Independent Study (CIS),College of Business Admin.,4398,24131,Computer Information Systems
201620,Senior's Thesis,College of Science,4399,27279,Geology
201620,Thesis,College of Science,5399,27309,Geology
201620,Ethics & Leadership-Capstone,College of Liberal Arts,5351,28728,Master of Leadshp St-Extension
201620,Contemporary Latin America,College of Liberal Arts,5302,28485,Latin American/Border Studies
201620,Gender & Religion,College of Liberal Arts,3351,28337,Women's Studies
201620,Educational Workshop,College of Education,4350,28648,Teacher Education
201620,Strategic Mgmt (UTPB),UT Permian Basin,4375,29158,Management (UTPB)
201620,Graduate Research,College of Engineering,6394,29126,Electrical & Computer Eng.
201620,Capstone Doctoral Seminar,College of Education,6380,28116,Educational Administration
201620,Resrch in Biological Sciences,College of Science,5502,28118,Biology
201620,Dissertation,College of Health Sciences,6398,27153,College of Health Sciences
201620,American Gover & Politics (C),College of Liberal Arts,2311,27447,Political Science
201620,Medieval Women,College of Liberal Arts,3308,28266,Humanities
201620,Fundamental Math/Adv. Standpt,College of Science,4303,28117,Mathematics
201620,Quantative Research Methods,College of Liberal Arts,5310,28777,Communication Extension
201620,Iliad Odyssey and the Bible,College of Liberal Arts,3305,28265,Humanities
201620,Negotiations & Conflict Resoln,College of Business Admin.,5302A,27503,Business
201620,Undergraduate Research,Office of Academic Affairs,4033,26688,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26742,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26770,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26792,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26797,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26819,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26825,Research Course
201620,Contem Topics-Materials Sci/En,Engineer.Sci/Interdisciplinary,6390,26322,Materials Science & Engr.
201620,Undergraduate Research,Office of Academic Affairs,4033,26899,Research Course
201620,Selected Topics in Geol Scienc,College of Science,5215,26337,Geology
201620,Undergraduate Research,Office of Academic Affairs,4033,26338,Research Course
201620,Thesis,College of Business Admin.,5399,26342,Economics
201620,Graduate Workshop In Education,College of Education,5319,26363,Teacher Education
201620,Undergraduate Research,Office of Academic Affairs,4033,26955,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,27012,Research Course
201620,Social Behavior,College of Liberal Arts,6330,27223,Psychology
201620,Dissertation,College of Liberal Arts,6399,27813,Rhetoric and Writing Studies
201620,Undergraduate Research,Office of Academic Affairs,4033,26507,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26534,Research Course
201620,Practicum,College of Engineering,5322,28582,Engineering Ed. & Leadership
201620,Grad Workshop in Education,College of Education,6319,28305,Teacher Education
201620,Undergraduate Research,Office of Academic Affairs,4033,26553,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26623,Research Course
201620,Principles of Earth Sciences,College of Science,1211,28561,Geology
201620,History of Modern East Asia,College of Liberal Arts,3335,27403,History
201620,Selected Topics,College of Liberal Arts,4350,28475,Communication
201620,Internship in Anthropology,College of Liberal Arts,4303,27953,Anthropology
201620,Dissertation,College of Liberal Arts,6398,27807,Rhetoric and Writing Studies
201620,Directed Study in Geology,College of Science,5362,20430,Geology
201620,Graduate Projects,College of Engineering,5397,20896,Computer Science
201620,Calculus III,College of Science,2313,21532,Mathematics
201620,Differential Equations,College of Science,2326,21536,Mathematics
201620,Directed Study in Geophysics,College of Science,6110,22185,Geophysics
201620,Seminar/Critical Inquiry (C),Office of Academic Affairs,1301,20971,University
201620,Thesis,College of Liberal Arts,5398,20467,English
201620,Independent Study,College of Liberal Arts,4353,20531,Philosophy
201620,Genetics,College of Science,3320,21645,Biology
201620,Thesis,College of Liberal Arts,5398,20049,History
201620,Thesis,College of Liberal Arts,5399,20063,History
201620,Individual Studies,Engineer.Sci/Interdisciplinary,6391,20547,Materials Science & Engr.
201620,Graduate Research Projects,Engineer.Sci/Interdisciplinary,6294,20550,Materials Science & Engr.
201620,Music Theory II,College of Liberal Arts,1314,21704,Music Theory
201620,Individual Studies,Engineer.Sci/Interdisciplinary,6391,20567,Materials Science & Engr.
201620,Advanced Statistics,College of Liberal Arts,4317,21169,Psychology
201620,Thesis,College of Engineering,5398,20147,Metallurgical & Materials Eng.
201620,Resrch in Biological Sciences,College of Science,5502,20600,Biology
201620,Engineering Problems,College of Engineering,4271,20605,Metallurgical & Materials Eng.
201620,Introduction to Epidemiology,College of Health Sciences,3311,21210,Health Sciences
201620,Doctoral Research,Engineer.Sci/Interdisciplinary,6396,20675,Environmental Science & Engr.
201620,Special Problems,College of Science,4298,20301,Biology
201620,Special Problems,College of Science,4298,20306,Biology
201620,Reading Engl as Second Lang,College of Liberal Arts,1310,21334,English Speakers Other Lang.
201620,Independent Research,College of Liberal Arts,4352,20342,Psychology
201620,Laboratory for CHEM 1306,College of Science,1106,21366,Chemistry
201620,Piano Class II,College of Liberal Arts,1272,21925,Music Applied
201620,Directed Study, Geology,College of Science,4366,21952,Geology
201620,Dissertation,Engineer.Sci/Interdisciplinary,6399,21411,Environmental Science & Engr.
201620,Thesis,College of Science,5399,20386,Biology
201620,Doctoral Research,Engineer.Sci/Interdisciplinary,6396,20880,Environmental Science & Engr.
201620,Thesis,College of Education,5399,25076,Teacher Education
201620,Heat Transfer I,College of Engineering,5303,25587,Mechanical Engineering
201620,Fundamentals of Bus Statistics,College of Business Admin.,2301,24478,Quantitative Methods
201620,Graduate Research,College of Engineering,6694,25095,Electrical & Computer Eng.
201620,Graduate Research,College of Engineering,6694,24504,Electrical & Computer Eng.
201620,Thesis,College of Engineering,5399,25150,Mechanical Engineering
201620,Calculus I,College of Science,1411,25171,Mathematics
201620,Independent Research,College of Science,6290,25686,Biology
201620,Thesis,College of Engineering,5399,25748,Biomedical Engineering
201620,Selected Topics,College of Liberal Arts,4350,24615,Communication
201620,Language/Power on the Border,College of Liberal Arts,3330,24628,Sociology
201620,General Sociological Theory,College of Liberal Arts,4301,24667,Sociology
201620,Pedagogy of Vocal Music,College of Liberal Arts,5396,25233,Music Education
201620,Graduate Research,College of Engineering,6394,24742,Electrical & Computer Eng.
201620,Rhetoric & Composition 2,College of Liberal Arts,1302,25312,Rhetoric and Writing Studies
201620,Occupational Perf in Adults II,College of Health Sciences,5629,24801,Occupational Therapy
201620,Technical Writing,College of Liberal Arts,3359,25377,Rhetoric and Writing Studies
201620,Dissertation Seminar,College of Science,6195,25943,Computational Science
201620,Arts for Elementary Teacher,College of Education,3209,25963,Early Childhood Education
201620,Applied Research Methods in CJ,College of Liberal Arts,3300,24847,Criminal Justice
201620,Introductory Biology (C),College of Science,1303,24883,Biology
201620,History of U.S. Since 1865 (C),College of Liberal Arts,1302,25974,History
201620,Dissertation,College of Liberal Arts,6399,25996,Psychology
201620,Selected Topics,College of Liberal Arts,4350,26024,Communication
201620,Math for Social Sciences I (C),College of Science,1320,24927,Mathematics
201620,Contem Topics-Materials Sci/En,Engineer.Sci/Interdisciplinary,6390,24933,Materials Science & Engr.
201620,Construction Internship,College of Engineering,5385,24940,Civil Engineering
201620,First Year Research,College of Liberal Arts,6381,24965,Psychology
201620,Thesis,College of Engineering,5399,25000,Biomedical Engineering
201620,Survey of Legal Psychology,College of Liberal Arts,6344,25508,Psychology
201620,Undergraduate Research,Office of Academic Affairs,4033,26131,Research Course
201620,Research Applications,College of Health Sciences,6388,27083,College of Health Sciences
201620,Indians of the Southwest,College of Liberal Arts,3321,27865,Sociology
201620,Topics in Geological Sciences,College of Science,4315,28708,Geology
201620,Leadership in Complex Org.,College of Liberal Arts,5321,28722,Master of Leadshp St-Extension
201620,Technical Writing,College of Liberal Arts,3359,27646,Rhetoric and Writing Studies
201620,Global Econ Environment-Mgrs,College of Business Admin.,5360,28915,Economics
201620,Independent Study,College of Liberal Arts,3379,27940,Anthropology
201620,Directed Study in Geology,College of Science,6105,27323,Geology
201620,Basketball,College of Health Sciences,1116,28218,Physical Edu. Activity Courses
201620,Dissertation,College of Science,6399,28206,Biology
201620,Graduate Writing Workshop,College of Liberal Arts,5316,27597,English
201620,Topics-U.S.-Latin Am Relations,College of Liberal Arts,4301,28510,Latin American/Border Studies
201620,Literary Translation,College of Liberal Arts,4383,28078,Translation
201620,Doctoral Research,College of Engineering,6396,24217,Civil Engineering
201620,Dissertation,College of Science,6320,23108,Geology
201620,Intermediate Accounting I,College of Business Admin.,3321,24248,Accounting
201620,Doctoral Research,Engineer.Sci/Interdisciplinary,6396,24263,Environmental Science & Engr.
201620,Thesis,College of Engineering,5398,24268,Mechanical Engineering
201620,Special Topics Industrial Engr,College of Engineering,5390,23139,Industrial Engineering
201620,Thesis,College of Liberal Arts,5395,24355,Psychology
201620,Graduate Recital II,College of Liberal Arts,5389,22604,Music General Courses
201620,Dissertation II,College of Business Admin.,6399,23151,International Business
201620,Individual Instruction,College of Liberal Arts,1285,23194,Music Applied
201620,Graduate Research in Chemistry,College of Science,6196,23210,Chemistry
201620,Special Problems,College of Science,4298,23745,Biology
201620,Directed Study, Geophysics,College of Science,4367,24317,Geophysics
201620,Independent Study,College of Liberal Arts,5390,24336,MA in Interdisc. Studies
201620,Dissertation,College of Science,6398,22689,Biology
201620,Independent Research,College of Science,6390,23822,Biology
201620,Applied Research Design for Ed,College of Education,5310,22253,Educ. Psych. & Counseling
201620,Elementary Statistical Methods,College of Science,2480,22745,Statistics
201620,Undergrad Resrch-Metallurgy,College of Engineering,4275,22792,Metallurgical & Materials Eng.
201620,Research & Critical Writ (C),College of Liberal Arts,1312,23347,English
201620,Independent Research,College of Science,6490,23877,Biology
201620,Dissertation,College of Science,6398,22321,Chemistry
201620,Dissertation,College of Science,6398,22329,Chemistry
201620,Individual Studies,College of Engineering,5191,22796,Metallurgical & Materials Eng.
201620,Calculus I,College of Science,1411,23386,Mathematics
201620,Comm & Org Leadership,College of Liberal Arts,3323,23434,Communication
201620,History, Special Topics,College of Liberal Arts,3390,23440,History
201620,Thesis,College of Health Sciences,5398,23947,Kinesiology
201620,Graduate Research in Chemistry,College of Science,5196,22403,Chemistry
201620,Laboratory for CHEM 1305,College of Science,1105,22412,Chemistry
201620,Theatre Practicum III,College of Liberal Arts,4110,22892,Theatre
201620,Basic Philosophical Issues,College of Liberal Arts,5352,23449,Philosophy
201620,General Physics II (C),College of Science,1404,23486,Physics
201620,Independent Study,College of Health Sciences,6385,23490,College of Health Sciences
201620,Intro to Creative Writing,College of Liberal Arts,3362,24066,Creative Writing
201620,Advanced Topics in Kinesiology,College of Health Sciences,5364,24091,Kinesiology
201620,Capstone Doctoral Seminar,College of Education,6380,22998,Educational Administration
201620,Practicum in English Education,College of Liberal Arts,5393,23567,English
201620,Calculus I,College of Science,1411,23036,Mathematics
201620,Interdisciplinary Tech/Soc (C),Office of Academic Affairs,2350,23038,University
201620,Seminar/Critical Inquiry (C),Office of Academic Affairs,1301,23060,University
201620,Conditioning,College of Health Sciences,1122,23066,Physical Edu. Activity Courses
201620,Dissertation II,College of Business Admin.,6399,24193,International Business
201620,British Lit 1832-Present,College of Liberal Arts,5304,27609,English
201620,Integrated Reading & Writing,Office of Academic Affairs,0312,27621,English
201620,Musculoskeletal III: Upr Qtr,College of Health Sciences,6313,27213,Physical Therapy
201620,Dissertation,College of Engineering,6398,29056,Electrical & Computer Eng.
201620,Extended Research Project,College of Liberal Arts,5397,29070,Linguistics
201620,Directed Study in Geology,College of Science,5162,28796,Geology
201620,Seminar-Public Policy Analysis,College of Liberal Arts,5364,27443,Political Science
201620,Endocrinology,College of Science,5320,28338,Biology
201620,Theory of Computation,College of Engineering,6315,28351,Computer Science
201620,American Political Thought,College of Liberal Arts,3342,27477,Political Science
201620,Independent Graduate Studies,College of Education,5396,29175,Teacher Education
201620,Independent Reading in Pol Sci,College of Liberal Arts,4370,29143,Political Science
201620,Problems-Projects in SPLP,College of Health Sciences,5272,28552,Speech & Language Pathology
201620,Undergraduate Research,Office of Academic Affairs,4033,26713,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26783,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26833,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26834,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26928,Research Course
201620,Doctoral Research,Engineer.Sci/Interdisciplinary,6396,26372,Environmental Science & Engr.
201620,Undergraduate Research,Office of Academic Affairs,4033,26974,Research Course
201620,Control of Electric Power,College of Engineering,5384,26411,Electrical & Computer Eng.
201620,French One,College of Liberal Arts,1301,27044,French
201620,Individual Studies,College of Engineering,5391,26467,Mechanical Engineering
201620,Nrsg Care Persons w/Psyc Illns,School of Nursing,4313,27653,Nursing
201620,Advanced Practice Clinical,School of Nursing,5472,28368,Nursing
201620,Undergraduate Research,Office of Academic Affairs,4033,26559,Research Course
